goodreads_book_id,tag_id,count
17167166,8717,5760
17675462,8717,5751
20821111,30574,5744
18687079,30574,5721
38447,7457,5711
7780,30574,5709
20820994,11557,5705
65112,30574,5665
31300,30574,5654
20613470,8717,5635
13163846,30574,5630
24120519,8717,5612
26072609,30574,5601
17452179,30574,5589
18465852,30574,5582
875441,30574,5574
18667976,30574,5543
20894857,30574,5543
16304,30574,5538
10618,30574,5529
24488476,30574,5522
29,30574,5492
48697,30574,5490
102868,8717,5472
15704307,13561,5472
20560137,11305,5462
18293427,8717,5447
7896527,33114,5437
11331421,30574,5436
28260587,8717,5436
21853621,14487,5433
6045456,30574,5421
1876770,30574,5414
759900,30574,5399
6617185,30574,5390
23513349,30574,5388
37100,30574,5359
65119,30574,5335
6314763,8717,5329
8621462,11557,5326
16256798,8717,5312
44659,11305,5296
13206900,8717,5286
18110808,30574,5286
172327,30574,5277
24820165,30574,5274
13206900,11557,5264
25852870,30574,5261
21530229,30574,5260
27423283,30574,5243
51114,30574,5242
10803121,11305,5242
17332218,11305,5232
24876258,30574,5207
29780253,8717,5206
20706320,30574,5169
32529,30574,5159
8315872,30574,5156
206236,30574,5144
17675462,33114,5144
6469165,30574,5134
18006496,11305,5105
29981261,30574,5094
237209,8717,5093
645023,30574,5087
5094,8717,5058
10803121,30574,5026
20890479,30574,5018
16248311,30574,4980
24612118,8717,4974
17287028,30574,4970
764073,30574,4969
23346719,30574,4953
15737147,30574,4951
14061955,11305,4950
68930,30574,4934
23492661,30574,4919
17167166,30574,4914
27401883,8717,4907
20696006,8717,4891
23512999,8717,4891
18774964,30574,4889
52635,30574,4863
50695,30574,4855
18812405,8717,4852
5094,11305,4851
46227,30574,4842
6670,30574,4824
28233082,8717,4808
22055280,30574,4803
26025989,30574,4762
179735,30574,4751
18467802,30574,4748
29405093,8717,4747
25489012,30574,4743
1268479,11305,4731
17401198,30574,4728
38447,10059,4726
23168277,30574,4725
17332218,30574,4708
18819296,30574,4683
20910157,21689,4681
22910900,30574,4673
22557272,30358,4653
10305247,30574,4647
18111281,30574,4647
22554204,30574,4644
9969571,11743,4615
23899174,30574,4614
93808,30574,4599
11801463,30574,4594
15957,30574,4592
45244,30574,4583
13167847,30574,4580
9791,21689,4579
11486,30574,4563
17985262,30574,4557
76706,30574,4556
102868,7457,4550
11970096,30574,4544
17934385,30574,4538
9166559,30574,4527
21844019,30574,4512
17255186,30574,4504
20518872,8717,4493
13206828,33114,4452
68458,30574,4434
18302455,8717,4433
21086818,30574,4410
1128178,30574,4398
34499,11305,4388
18006496,8717,4387
29639736,30574,4385
16304,8717,4381
13206828,8717,4380
777211,30574,4377
13167796,30574,4376
237209,20939,4357
10194157,11305,4354
38447,10064,4343
759960,30574,4341
1219954,30574,4341
3124122,30574,4324
26116430,30574,4303
17347389,11557,4300
68524,30574,4279
22874559,30574,4279
18079683,30574,4266
18460392,11557,4263
29906980,8717,4261
10161216,30574,4258
44688,11305,4248
15613,30574,4242
20263040,30574,4226
16277248,30574,4218
28698036,30574,4218
2211221,30574,4215
34084,8717,4214
22929741,30574,4212
43929,30574,4201
20821614,30574,4195
18659623,30574,4190
43908,30574,4186
269795,30574,4180
18712886,11305,4174
83083,30574,4173
653396,30574,4172
11381910,30574,4139
448873,11305,4138
6688087,30574,4123
26771521,30574,4121
21535271,11305,4115
16068905,32989,4114
22299763,11557,4111
34084,11305,4105
18108795,30574,4100
22318578,21689,4096
16068905,8055,4093
6482837,33114,4092
25573977,30574,4091
17878931,11305,4089
13109291,30574,4084
25937671,30574,4073
381102,30574,4072
15034320,30574,4067
102868,20939,4066
7078265,30574,4061
608287,30574,4047
372384,30574,4043
190999,30574,4042
68527,30574,4040
81939,30574,4015
18693716,30574,4012
645023,11305,4007
1128434,11305,4007
18798983,11305,4005
22674105,30574,3992
18816603,30574,3982
16343,20939,3981
15704307,7778,3972
77295,30574,3966
25663888,30574,3953
30065028,8717,3951
28862528,30574,3947
15451058,8717,3943
6482837,11557,3934
38447,26837,3930
6618272,30574,3928
17171909,30574,3904
20560137,11557,3904
18584855,8717,3902
17332218,8717,3882
150037,30574,3880
43993,30574,3875
22716447,8717,3874
7432,30574,3854
11077,30574,3854
13206828,11305,3853
18271235,30574,3853
23399022,30574,3847
13259270,30574,3844
6792458,30574,3838
2784,30574,3829
23317538,8717,3824
15034320,8717,3810
29367958,30574,3807
27362503,8717,3804
22299763,11305,3792
68488,11305,3790
272607,30574,3790
20575425,30574,3790
18339743,30574,3786
13526165,11743,3784
17851885,21689,3783
20170404,11743,3783
18966819,8717,3776
26061591,30574,3769
22469,30574,3760
1128434,8717,3745
29072594,8717,3722
17347389,11305,3711
34502,11305,3707
51964,26837,3683
16069030,11305,3682
24453082,30574,3678
2260637,30574,3676
29581,26837,3665
426825,30574,3662
19351043,13561,3640
11250317,11557,3638
25814512,30574,3634
18214414,20939,3623
763429,30574,3605
24429934,8717,3603
1217100,32989,3600
16068905,26138,3592
21853621,11557,3576
19358975,13561,3562
625603,30574,3552
1013383,30574,3552
643974,30574,3547
13815,30574,3536
166997,30574,3530
23212667,8717,3530
23569783,30574,3530
22744701,8717,3529
30839185,30574,3524
17722973,30574,3513
25817531,8717,3511
19286669,30574,3508
23125266,30574,3498
88072,30574,3484
16130986,30574,3474
23437156,33114,3471
17131869,13561,3468
22557272,4949,3466
17331349,30574,3465
1779929,30574,3459
62530,11305,3455
28260587,11305,3454
13619,30574,3451
21104828,8717,3449
19161852,11305,3440
7015403,8717,3437
17465515,30574,3431
20342617,8717,3426
25837341,8717,3417
25893582,30574,3413
513176,30574,3403
18774964,11743,3403
539282,30574,3397
27419654,8717,3396
7108725,8717,3392
13206900,33114,3386
28260587,11557,3384
16071745,30574,3382
20560137,8717,3380
30125,30574,3378
8855321,26837,3375
22544764,8717,3357
28763485,30574,3356
7736086,30574,3352
16085481,8717,3347
19486412,30574,3343
23453112,21689,3337
16061734,30574,3332
13158800,4949,3329
28815371,30574,3327
18692431,33114,3312
45109,11305,3305
18775247,30574,3304
18342,11557,3290
6080822,30574,3286
18798983,11557,3286
29991719,30574,3286
23766634,11305,3285
25813921,8717,3269
13206900,11305,3255
18243700,8717,3243
17378508,11557,3238
24937499,30574,3234
45260,30574,3226
11857408,30574,3222
14781501,30574,3220
12546674,30574,3217
25735012,8717,3212
17347389,8717,3211
12954620,11305,3198
24817626,11743,3198
9791,30574,3191
18966322,30574,3189
15507958,30574,3184
18404093,30574,3182
17342700,30574,3173
17878931,11557,3159
23766634,11557,3146
23492288,30574,3142
17675462,32989,3141
23129410,8717,3130
26827675,30574,3130
25065522,30574,3129
809849,30574,3120
9791,31155,3119
8621462,11305,3116
6260997,30574,3105
17378508,11305,3104
16278318,8717,3100
18635622,30574,3099
13223349,30574,3091
18693753,30574,3079
18006496,30574,3078
25489625,8717,3075
22501028,8717,3071
15824358,30574,3062
15796700,11743,3060
17347389,33114,3057
8909152,8717,3053
23093367,13561,3053
16429619,11305,3046
25074850,30574,3044
216363,26837,3033
20560137,33114,3026
20727654,8717,3012
13158800,11743,3008
66559,20939,3002
61905,30574,3000
324748,30574,2981
18243700,11305,2980
8357992,30574,2974
27904311,8717,2966
18342,28663,2963
23156040,30574,2961
25614492,14487,2956
10534,21689,2954
21413662,21689,2951
7433,30574,2946
13547180,8717,2936
43615,11743,2935
608474,8717,2935
79421,30574,2930
16316,30574,2925
22557272,11557,2925
29868610,8717,2925
25526965,8717,2923
51964,26771,2918
18243700,11557,2917
20820994,33114,2917
1897,30574,2913
1087207,30574,2904
8621462,8717,2899
13129925,30574,2897
23754479,8717,2897
24859245,30574,2894
12341557,30574,2891
29430012,8717,2891
16096824,33114,2887
17853024,30574,2883
27362503,11557,2881
17934416,30574,2880
25816688,8717,2874
51362,30574,2866
338691,8717,2863
25527908,30574,2862
23346377,8717,2861
22055262,11557,2860
20886354,30574,2853
29056083,11743,2853
226706,30574,2848
45106,30574,2845
7948230,30574,2840
28016509,8717,2833
16065004,11305,2832
16068905,5207,2824
18293427,11743,2824
3710603,30574,2810
15839976,26837,2806
11430,30574,2800
571555,30574,2799
16130986,8717,2796
15954546,30574,2790
225343,30574,2782
23153154,8717,2782
22609522,30574,2781
29581,26771,2775
19536001,30574,2775
217433,30574,2773
18712886,8717,2772
26200563,8717,2771
38501,30574,2770
15839976,11557,2770
16303287,30574,2768
372385,30574,2762
7896527,32989,2750
15839976,26771,2749
23013953,8717,2747
27864391,30574,2746
1105093,30574,2731
25899336,21689,2726
29056083,11557,2723
140302,30574,2722
13055592,26837,2716
25866725,30574,2708
716944,30574,2695
228198,30574,2688
7074000,30574,2685
208324,30574,2682
20170404,11557,2682
22544764,11557,2679
29056083,33114,2679
14061957,11305,2668
66559,11743,2667
23481669,8717,2667
18813642,21689,2665
18869970,30574,2663
27883214,8717,2662
30253864,8717,2653
16069030,33114,2649
43615,28663,2641
648194,30574,2638
10054335,8717,2638
19358975,7778,2636
71823,30574,2628
17378527,11305,2623
6314763,21689,2618
19547856,11557,2614
16096824,26138,2612
23174274,11305,2611
17878931,33114,2610
25065629,30574,2609
14061955,33114,2605
18342,11743,2604
20910157,19733,2603
228200,30574,2602
20613470,33114,2598
1812457,11743,2596
17332218,11557,2589
18692431,11557,2588
17131869,7778,2585
17378527,11557,2584
17878931,32989,2583
21483760,30574,2581
13206828,26771,2578
16069030,11557,2578
10746542,11743,2568
23692271,8717,2565
2277378,30574,2557
13523061,30574,2554
15704307,11305,2554
1466455,8717,2553
28747,30574,2545
11970096,8717,2540
62953,13561,2528
23019294,30574,2522
7438179,30574,2520
13158800,14487,2518
18007533,30574,2517
11564,30574,2511
18167006,30574,2504
24631990,8717,2500
25735012,20939,2500
6260997,8717,2497
15704307,13547,2496
21718,30574,2495
23553419,30574,2494
18774964,11557,2492
849380,30574,2486
17378508,33114,2485
19547856,33114,2484
38447,26771,2483
43615,14821,2483
608474,7457,2479
6178648,21689,2476
18798983,33114,2475
18774964,4949,2471
18607805,8717,2469
6919272,30574,2467
17878931,8717,2465
20821111,11305,2465
27883214,11305,2464
15704307,11557,2463
21414439,11305,2462
194373,30574,2457
462033,20939,2446
16181775,4949,2441
30555488,14487,2440
8909152,11557,2439
7896527,5207,2434
20698530,8717,2432
25809756,30574,2430
25852784,8717,2429
18656006,30574,2427
22609310,11557,2424
25614492,8717,2422
18584855,11305,2419
17675462,22973,2418
23751850,8717,2418
66559,11557,2408
24934065,11305,2408
18170143,8717,2403
25451555,13561,2403
1282954,8717,2402
15833693,30574,2398
17667561,30574,2398
785092,30574,2397
13881,30574,2393
89186,30574,2385
12591698,8717,2384
18465566,13561,2384
63720,30574,2380
608474,20939,2368
15790883,11305,2367
22669832,8717,2364
18798983,8717,2363
20910157,15048,2362
16158542,21689,2361
23692271,21689,2359
13206828,32989,2356
23664710,8717,2356
16429619,8717,2355
25558608,8717,2353
2767793,30574,2350
10534,23471,2348
21853621,11743,2348
6907672,30574,2346
144773,30574,2342
17235026,14821,2341
17333319,14487,2339
13809,30574,2338
297135,30574,2333
13817,30574,2332
22609310,8717,2328
27161156,21689,2323
26114135,8717,2322
19351043,11305,2319
18498569,14487,2318
25893709,8717,2316
21413662,26816,2312
22551730,30574,2310
18739426,11305,2309
8909152,26138,2306
630621,30574,2305
24920901,11557,2301
4954833,8717,2297
397867,30574,2291
22381326,30574,2290
19103097,11305,2289
2865944,30574,2280
41820,30574,2277
297186,30574,2277
20174424,11305,2277
227590,30574,2274
23093367,7778,2273
23513349,11557,2267
17199504,11305,2262
30253864,30574,2261
28449257,30574,2260
22554204,13561,2256
18107951,8717,2251
43615,11557,2249
30226723,30574,2246
17171909,8717,2242
2659997,30574,2237
28449257,8717,2231
82434,30574,2230
25558608,11305,2230
29056083,23743,2226
73051,30574,2222
13193855,8717,2218
29519517,30574,2217
1032,30574,2216
10587120,8717,2208
13206828,26837,2207
17802724,4949,2206
144793,30574,2199
153175,30574,2198
28686830,8717,2198
18107951,30574,2196
5296,30574,2188
12591698,30574,2186
29056083,25152,2184
9969571,10059,2183
216363,11743,2173
16304,7457,2171
21853621,4949,2171
38447,11665,2169
16319,20939,2168
6482837,32989,2168
20696006,21689,2167
22886113,30574,2165
29056083,5207,2164
17910124,11305,2161
20499240,30574,2161
9969571,33114,2158
1217100,5207,2155
216363,26771,2153
16068905,11743,2150
5094,28663,2145
24920901,21387,2145
13638125,11557,2141
400881,30574,2137
26214866,8717,2137
23093359,13561,2136
3398625,8717,2134
15796700,11557,2132
20518872,26837,2129
3398625,21689,2117
21996,21689,2115
89724,14821,2112
20727654,11305,2111
26583370,8717,2110
10194157,33114,2108
7945049,30574,2106
16304,11743,2105
22716447,21689,2105
29430013,8717,2099
18006496,33114,2095
18602341,30574,2095
22489107,33114,2092
76867,30574,2091
44399,30574,2090
18867685,8717,2088
18667307,19052,2087
11250317,14487,2085
13547180,21689,2083
130260,30574,2079
24465724,30574,2078
25813937,30574,2076
18498558,14821,2073
26236956,8717,2061
20443207,11305,2060
3722183,8717,2059
18505832,8717,2059
20299683,13561,2055
29975458,8717,2053
12499290,11305,2052
24228353,8717,2050
23437156,32989,2049
26245853,8717,2049
4407,31617,2048
9969571,10064,2048
18528190,8717,2048
21936809,8717,2048
22489107,11305,2040
7277715,30574,2038
26192646,8717,2035
30555488,11743,2034
22733729,8717,2029
22822858,11557,2028
102868,11743,2025
20170404,26837,2024
223462,30574,2021
17402288,30574,2016
23398806,30574,2016
