book_id,goodreads_book_id,best_book_id,work_id,books_count,isbn,isbn13,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,work_ratings_count,work_text_reviews_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5,image_url,small_image_url
313,13158800,13158800,18337340,113,1451681739,9781451681730.0,M.L. Stedman,2012.0,The Light Between Oceans,The Light Between Oceans,eng,4.0,243526,288434,29932,3432,11985,56557,124430,92030,https://images.gr-assets.com/books/1336683021m/13158800.jpg,https://images.gr-assets.com/books/1336683021s/13158800.jpg
316,9791,9791,613469,95,307279464,9780307279460.0,Bill Bryson,1997.0,A Walk in the Woods,A Walk in the Woods,eng,4.05,250192,264449,14422,3553,10293,50487,104690,95426,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
320,13526165,13526165,17626728,78,316204277,9780316204280.0,Maria Semple,2012.0,"Where'd You Go, Bernadette","Where'd You Go, Bernadette",eng,3.9,215453,268153,28973,4080,13047,59489,119361,72176,https://images.gr-assets.com/books/1338822317m/13526165.jpg,https://images.gr-assets.com/books/1338822317s/13526165.jpg
324,16068905,16068905,21861351,80,,,Rainbow Rowell,2013.0,,Fangirl,eng,4.12,340379,371730,39353,8626,16973,60097,121431,164603,https://images.gr-assets.com/books/1499565420m/16068905.jpg,https://images.gr-assets.com/books/1499565420s/16068905.jpg
352,20910157,20910157,40098620,29,62268341,9780062268340.0,Amy Poehler,2014.0,Yes Please,Yes Please,eng,3.81,251082,274223,20301,8886,19000,69227,96483,80627,https://images.gr-assets.com/books/1402815435m/20910157.jpg,https://images.gr-assets.com/books/1402815435s/20910157.jpg
356,78411,78411,1069597,126,439206472,9780439206470.0,"Lemony Snicket, Brett Helquist",1999.0,The Bad Beginning,"The Bad Beginning (A Series of Unfortunate Events, #1)",eng,3.89,275670,295024,12794,6701,18612,70767,102585,96359,https://images.gr-assets.com/books/1490085391m/78411.jpg,https://images.gr-assets.com/books/1490085391s/78411.jpg
389,68428,68428,66322,75,076531178X,9780765311790.0,Brandon Sanderson,2006.0,Mistborn : The Final Empire,"The Final Empire (Mistborn, #1)",eng,4.43,208944,238993,16276,1783,4008,20554,76611,136037,https://images.gr-assets.com/books/1480717416m/68428.jpg,https://images.gr-assets.com/books/1480717416s/68428.jpg
393,7896527,7896527,11138426,73,1599906953,9781599906960.0,Sarah J. Maas,2012.0,Throne of Glass,"Throne of Glass (Throne of Glass, #1)",eng,4.24,274987,327865,29145,8471,12115,41710,96202,169367,https://images.gr-assets.com/books/1495278054m/7896527.jpg,https://images.gr-assets.com/books/1495278054s/7896527.jpg
403,10534,10534,3200649,1865,1590302257,9781590302260.0,"Sun Tzu, Thomas Cleary",-500.0,孫子兵法 [Sūnzi bīngfǎ],The Art of War,eng,3.95,167332,203948,6335,2930,11589,48265,70644,70520,https://images.gr-assets.com/books/1453417993m/10534.jpg,https://images.gr-assets.com/books/1453417993s/10534.jpg
423,16248068,16248068,20397129,84,62059963,9780062059960.0,Kiera Cass,2013.0,The Elite,"The Elite (The Selection, #2)",eng,4.02,234247,269816,21810,4780,15546,53644,91201,104645,https://images.gr-assets.com/books/1391454595m/16248068.jpg,https://images.gr-assets.com/books/1391454595s/16248068.jpg
435,6482837,6482837,6674135,82,61726818,9780061726810.0,Lauren Oliver,2010.0,Before I Fall,Before I Fall,eng,3.92,220160,232559,17705,6283,15320,50933,79050,80973,https://images.gr-assets.com/books/1361044695m/6482837.jpg,https://images.gr-assets.com/books/1361044695s/6482837.jpg
438,6469165,6469165,6659752,68,141043768,9780141043760.0,Liane Moriarty,2009.0,What Alice Forgot,What Alice Forgot,eng,4.05,165704,205778,17382,1599,6071,38562,93941,65605,https://images.gr-assets.com/books/1377159022m/6469165.jpg,https://images.gr-assets.com/books/1377159022s/6469165.jpg
446,102868,102868,1997473,1106,1420925539,9781420925530.0,Arthur Conan Doyle,1887.0,A Study in Scarlet,A Study in Scarlet,eng,4.15,201499,220115,6954,2318,5550,38107,85345,88795,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
458,20170404,20170404,28098716,63,385353308,9780385353300.0,Emily St. John Mandel,2014.0,Station Eleven,Station Eleven,eng,4.02,160466,189380,24215,4039,8449,33537,77755,65600,https://images.gr-assets.com/books/1451446835m/20170404.jpg,https://images.gr-assets.com/books/1451446835s/20170404.jpg
459,18774964,18774964,21619954,132,1476738017,9781476738020.0,"Fredrik Backman, Henning Koch",2012.0,En man som heter Ove,A Man Called Ove,eng,4.35,183777,243440,34386,2589,5734,25138,81377,128602,https://images.gr-assets.com/books/1405259930m/18774964.jpg,https://images.gr-assets.com/books/1405259930s/18774964.jpg
462,2784,2784,2507145,34,140135154,9780140135150.0,John Berger,1972.0,Ways of Seeing,Ways of Seeing,eng,3.75,155658,156859,790,13276,13342,32193,39251,58797,https://images.gr-assets.com/books/1464018308m/2784.jpg,https://images.gr-assets.com/books/1464018308s/2784.jpg
469,41899,41899,4195128,123,439321603,9780439321600.0,"Newt Scamander, J.K. Rowling, Albus Dumbledore",2001.0,Fantastic Beasts and Where to Find Them,Fantastic Beasts and Where to Find Them,eng,3.95,185928,209465,6523,2847,13155,52573,64027,76863,https://images.gr-assets.com/books/1303738520m/41899.jpg,https://images.gr-assets.com/books/1303738520s/41899.jpg
470,17851885,17851885,24987300,129,316322407,9780316322410.0,"Malala Yousafzai, Christina Lamb",2012.0,I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,I Am Malala: The Story of the Girl Who Stood Up for Education and Was Shot by the Taliban,eng,4.06,214412,227850,14667,7433,9470,38518,77944,94485,https://images.gr-assets.com/books/1375414895m/17851885.jpg,https://images.gr-assets.com/books/1375414895s/17851885.jpg
473,237209,237209,3088141,78,670038601,9780670038600.0,Tana French,2007.0,In the Woods,"In the Woods (Dublin Murder Squad, #1)",eng,3.74,188024,201721,15392,6553,15636,51430,77182,50920,https://images.gr-assets.com/books/1348442606m/237209.jpg,https://images.gr-assets.com/books/1348442606s/237209.jpg
533,24817626,24817626,44458285,102,62409859,9780062409850.0,Harper Lee,2015.0,Go Set a Watchman,Go Set a Watchman,eng,3.31,138669,164828,24535,8284,26200,58810,48468,23066,https://images.gr-assets.com/books/1451442088m/24817626.jpg,https://images.gr-assets.com/books/1451442088s/24817626.jpg
536,17878931,22328546,25037051,84,1409151174,9781409151170.0,Victoria Aveyard,2015.0,Red Queen,"Red Queen (Red Queen, #1)",eng,4.08,83354,289740,30249,7454,14867,48254,95303,123862,https://images.gr-assets.com/books/1411472322m/17878931.jpg,https://images.gr-assets.com/books/1411472322s/17878931.jpg
537,12609433,12609433,17624817,92,1400069289,9781400069290.0,Charles Duhigg,2011.0,The Power of Habit,The Power of Habit: Why We Do What We Do in Life and Business,eng,4.03,155977,170269,9515,3239,6918,33079,66044,60989,https://images.gr-assets.com/books/1366758683m/12609433.jpg,https://images.gr-assets.com/books/1366758683s/12609433.jpg
565,68429,68429,2120474,60,765316889,9780765316880.0,Brandon Sanderson,2007.0,,"The Well of Ascension (Mistborn, #2)",eng,4.35,150736,171402,8541,534,2630,18661,63880,85697,https://images.gr-assets.com/books/1480717596m/68429.jpg,https://images.gr-assets.com/books/1480717596s/68429.jpg
566,25041504,25041504,44693518,94,,,Jojo Moyes,2015.0,After You,"After You (Me Before You, #2)",eng,3.7,99342,175532,16879,2923,12992,53847,69425,36345,https://images.gr-assets.com/books/1429029729m/25041504.jpg,https://images.gr-assets.com/books/1429029729s/25041504.jpg
581,13206760,13206760,18390691,64,312642962,9780312642970.0,Marissa Meyer,2013.0,Scarlet,"Scarlet (The Lunar Chronicles, #2)",eng,4.3,193766,213010,23054,1250,3669,25696,81461,100934,https://images.gr-assets.com/books/1470056982m/13206760.jpg,https://images.gr-assets.com/books/1470056982s/13206760.jpg
603,2767793,2767793,2793516,63,765316897,9780765316900.0,Brandon Sanderson,2008.0,The Hero of Ages,"The Hero of Ages (Mistborn, #3)",eng,4.46,143622,161085,9111,596,2257,14291,49628,94313,https://images.gr-assets.com/books/1480717763m/2767793.jpg,https://images.gr-assets.com/books/1480717763s/2767793.jpg
610,16158542,16158542,21998925,33,067002581X,9780670025820.0,Daniel James Brown,2013.0,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,The Boys in the Boat: Nine Americans and Their Epic Quest for Gold at the 1936 Berlin Olympics,eng,4.32,113565,139128,16287,2292,3772,15002,43457,74605,https://images.gr-assets.com/books/1354683116m/16158542.jpg,https://images.gr-assets.com/books/1354683116s/16158542.jpg
612,5094,5094,2113248,164,451210859,9780451210850.0,Stephen King,1987.0,The Drawing of the Three,"The Drawing of the Three (The Dark Tower, #2)",eng,4.23,139052,157513,5293,1062,4303,22908,59055,70185,https://images.gr-assets.com/books/1370918050m/5094.jpg,https://images.gr-assets.com/books/1370918050s/5094.jpg
617,6314763,6314763,6499995,69,385523386,9780385523390.0,Piper Kerman,2010.0,Orange Is the New Black: My Year in a Women's Prison,Orange Is the New Black,eng,3.7,127186,146868,12873,3322,11023,43493,57605,31425,https://images.gr-assets.com/books/1320520714m/6314763.jpg,https://images.gr-assets.com/books/1320520714s/6314763.jpg
623,18775247,18775247,26680281,111,1476754454,9781476754450.0,Stephen King,2014.0,Mr. Mercedes,"Mr. Mercedes (Bill Hodges Trilogy, #1)",eng,3.92,125847,148491,12447,3242,7332,32479,60965,44473,https://images.gr-assets.com/books/1468705326m/18775247.jpg,https://images.gr-assets.com/books/1468705326s/18775247.jpg
665,6690798,6690798,2802546,101,345504968,9780345504970.0,Justin Cronin,2010.0,The Passage,"The Passage (The Passage, #1)",eng,4.04,126993,145772,16506,3522,7867,24461,53735,56187,https://images.gr-assets.com/books/1327874267m/6690798.jpg,https://images.gr-assets.com/books/1327874267s/6690798.jpg
668,18693763,18693763,26542311,62,159420571X,9781594205710.0,Celeste Ng,2014.0,Everything I Never Told You,Everything I Never Told You,eng,3.78,108703,134550,15177,2352,8110,36543,57858,29687,https://images.gr-assets.com/books/1386795198m/18693763.jpg,https://images.gr-assets.com/books/1386795198s/18693763.jpg
671,16343,16343,3366260,876,646418432,9780646418440.0,"Agatha Christie, Ροζίτα Σώκου",1920.0,The Mysterious Affair at Styles,"The Mysterious Affair at Styles (Hercule Poirot, #1)",eng,3.98,135514,148617,3826,3132,5501,33269,55831,50884,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
672,16304,853510,2285570,429,425200450,9780425200450.0,Agatha Christie,1934.0,Murder in the Calais Coach,"Murder on the Orient Express (Hercule Poirot, #10)",eng,4.16,138444,173662,8713,706,4027,30417,70825,67687,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
673,15796700,15796700,21519538,83,307271080,9780307271080.0,Chimamanda Ngozi Adichie,2013.0,Americanah,Americanah,eng,4.26,113252,135108,13831,1764,3564,16174,50092,63514,https://images.gr-assets.com/books/1356654499m/15796700.jpg,https://images.gr-assets.com/books/1356654499s/15796700.jpg
678,18293427,18293427,25694131,79,1616203218,9781616203210.0,Gabrielle Zevin,2014.0,The Storied Life of A.J. Fikry,The Storied Life of A.J. Fikry,eng,3.98,115393,145313,20980,2685,5844,28640,63184,44960,https://images.gr-assets.com/books/1404582137m/18293427.jpg,https://images.gr-assets.com/books/1404582137s/18293427.jpg
695,18214414,18214414,25639104,109,316206873,9780316206880.0,"Robert Galbraith, J.K. Rowling",2014.0,The Silkworm,"The Silkworm (Cormoran Strike, #2)",eng,4.03,120008,145146,13549,1330,4361,27130,67680,44645,https://images.gr-assets.com/books/1392577290m/18214414.jpg,https://images.gr-assets.com/books/1392577290s/18214414.jpg
725,34084,34084,1810634,151,670032565,9780670032560.0,"Stephen King, Ned Dameron",1991.0,The Waste Lands,"The Waste Lands (The Dark Tower, #3)",eng,4.24,117483,135257,3844,801,3169,19831,50959,60497,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
752,17167166,17167166,21581860,55,1619630621,9781619630630.0,Sarah J. Maas,2013.0,Crown of Midnight,"Crown of Midnight (Throne of Glass, #2)",en-CA,4.49,160485,184381,19450,1092,2478,14391,52781,113639,https://images.gr-assets.com/books/1391580481m/17167166.jpg,https://images.gr-assets.com/books/1391580481s/17167166.jpg
774,13206828,13206828,18390772,51,312642970,9780312642980.0,Marissa Meyer,2014.0,Cress,"Cress (The Lunar Chronicles, #3)",eng,4.46,162069,177466,20055,866,2056,14772,56494,103278,https://images.gr-assets.com/books/1470057005m/13206828.jpg,https://images.gr-assets.com/books/1470057005s/13206828.jpg
789,29581,29581,1703483,143,553803727,9780553803720.0,Isaac Asimov,1952.0,Foundation and Empire,Foundation and Empire (Foundation #2),eng,4.2,105595,116241,2054,497,2770,18775,44860,49339,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
807,18302455,18302455,25791820,89,385351399,9780385351390.0,Dave Eggers,2013.0,The Circle,The Circle,eng,3.46,109412,129023,17954,5667,16425,41080,44562,21289,https://images.gr-assets.com/books/1376419833m/18302455.jpg,https://images.gr-assets.com/books/1376419833s/18302455.jpg
811,18812405,18812405,26747961,76,778316556,9780778316560.0,Mary Kubica,2014.0,The Good Girl,The Good Girl,eng,3.81,100936,122753,11244,2697,8081,30628,49795,31552,https://images.gr-assets.com/books/1388340126m/18812405.jpg,https://images.gr-assets.com/books/1388340126s/18812405.jpg
822,10746542,10746542,15657664,110,224094157,9780224094150.0,Julian Barnes,2011.0,The Sense of an Ending,The Sense of an Ending,eng,3.7,94968,114025,12966,2910,9843,30865,45258,25149,https://images.gr-assets.com/books/1311704453m/10746542.jpg,https://images.gr-assets.com/books/1311704453s/10746542.jpg
827,15749186,15749186,21442106,60,,,Jenny Han,2014.0,To All the Boys I've Loved Before,"To All the Boys I've Loved Before (To All the Boys I've Loved Before, #1)",eng,4.11,136938,151311,17356,3388,6744,25033,51196,64950,https://images.gr-assets.com/books/1372086100m/15749186.jpg,https://images.gr-assets.com/books/1372086100s/15749186.jpg
842,16096824,16096824,21905102,54,1619634449,9781619634440.0,Sarah J. Maas,2015.0,A Court of Thorns and Roses,"A Court of Thorns and Roses (A Court of Thorns and Roses, #1)",eng,4.29,167848,188723,25463,3499,6586,22541,56042,100055,https://images.gr-assets.com/books/1491595796m/16096824.jpg,https://images.gr-assets.com/books/1491595796s/16096824.jpg
852,25899336,25899336,45424659,80,,,"Paul Kalanithi, Abraham Verghese",2016.0,When Breath Becomes Air,When Breath Becomes Air,eng,4.32,116771,165673,15933,2913,4244,18562,51535,88419,https://images.gr-assets.com/books/1492677644m/25899336.jpg,https://images.gr-assets.com/books/1492677644s/25899336.jpg
858,15839976,15839976,21580644,83,345539788,9780345539790.0,Pierce Brown,2014.0,Red Rising,"Red Rising (Red Rising, #1)",eng,4.26,104939,128188,15775,2341,4309,15037,42448,64053,https://images.gr-assets.com/books/1461354651m/15839976.jpg,https://images.gr-assets.com/books/1461354651s/15839976.jpg
862,17332218,17332218,16482835,34,765326361,9780765326360.0,Brandon Sanderson,2014.0,Words of Radiance,"Words of Radiance (The Stormlight Archive, #2)",eng,4.77,73572,108176,7261,154,404,2653,18272,86693,https://images.gr-assets.com/books/1391535251m/17332218.jpg,https://images.gr-assets.com/books/1391535251s/17332218.jpg
873,78418,78418,888312,97,439206480,9780439206490.0,"Lemony Snicket, Brett Helquist",1999.0,The Reptile Room,"The Reptile Room (A Series of Unfortunate Events, #2)",eng,3.95,130213,141121,4863,1410,6684,34847,52929,45251,https://images.gr-assets.com/books/1352146294m/78418.jpg,https://images.gr-assets.com/books/1352146294s/78418.jpg
874,13547180,13547180,19112736,35,145162137X,9781451621370.0,Susannah Cahalan,2012.0,Brain on Fire,Brain on Fire: My Month of Madness,eng,4.0,92849,103617,8593,1491,4253,21084,42730,34059,https://images.gr-assets.com/books/1353173297m/13547180.jpg,https://images.gr-assets.com/books/1353173297s/13547180.jpg
884,23164983,23164983,17377739,29,1594747350,9781594747360.0,Ransom Riggs,2014.0,Hollow City,"Hollow City (Miss Peregrine’s Peculiar Children, #2)",eng,4.07,73149,132924,14221,971,4618,25627,54274,47434,https://images.gr-assets.com/books/1429175859m/23164983.jpg,https://images.gr-assets.com/books/1429175859s/23164983.jpg
886,17235026,17235026,23753235,69,356500152,9780356500160.0,M.R. Carey,2014.0,The Girl with All the Gifts,The Girl with All the Gifts,eng,3.93,99729,119493,14701,2427,6277,24649,49720,36420,https://images.gr-assets.com/books/1403033579m/17235026.jpg,https://images.gr-assets.com/books/1403033579s/17235026.jpg
910,51964,51964,50700,64,765348276,9780765348270.0,John Scalzi,2005.0,Old Man's War,"Old Man's War (Old Man's War, #1)",eng,4.23,97653,109133,6878,883,2704,14821,42929,47796,https://images.gr-assets.com/books/1487044882m/51964.jpg,https://images.gr-assets.com/books/1487044882s/51964.jpg
914,21611,21611,423,98,60510862,9780060510860.0,Joe Haldeman,1974.0,The Forever War,"The Forever War (The Forever War, #1)",eng,4.15,87636,101775,4340,919,3331,16929,39208,41388,https://images.gr-assets.com/books/1386852511m/21611.jpg,https://images.gr-assets.com/books/1386852511s/21611.jpg
920,22318578,22318578,41711738,94,1607747308,9781607747310.0,"Marie Kondō, Cathy Hirano",2011.0,人生がときめく片づけの魔法,The Life-Changing Magic of Tidying Up: The Japanese Art of Decluttering and Organizing,eng,3.77,105063,129409,17320,3885,10846,32775,44967,36936,https://images.gr-assets.com/books/1418767178m/22318578.jpg,https://images.gr-assets.com/books/1418767178s/22318578.jpg
921,18460392,18460392,26113532,74,385755880,9780385755890.0,"Jennifer Niven, فرانک معنوی",2015.0,All the Bright Places,All the Bright Places,eng,4.19,132087,146542,21192,2871,6238,21061,45697,70675,https://images.gr-assets.com/books/1404331702m/18460392.jpg,https://images.gr-assets.com/books/1404331702s/18460392.jpg
926,22609317,22609317,42099141,58,1476789630,9781476789640.0,Jessica Knoll,2015.0,Luckiest Girl Alive,Luckiest Girl Alive,eng,3.48,82504,98163,9278,3530,11319,33135,34874,15305,https://images.gr-assets.com/books/1425975301m/22609317.jpg,https://images.gr-assets.com/books/1425975301s/22609317.jpg
928,17675462,17675462,18970934,64,545424925,9780545424930.0,Maggie Stiefvater,2012.0,The Raven Boys,"The Raven Boys (The Raven Cycle, #1)",eng,4.05,121727,159696,20296,4299,7656,26761,57622,63358,https://images.gr-assets.com/books/1477103737m/17675462.jpg,https://images.gr-assets.com/books/1477103737s/17675462.jpg
940,18693716,18693716,25570700,88,525426582,9780525426580.0,Jojo Moyes,2014.0,The One Plus One,One Plus One,eng,3.94,87412,105933,9884,1548,4059,23143,47569,29614,https://images.gr-assets.com/books/1403185695m/18693716.jpg,https://images.gr-assets.com/books/1403185695s/18693716.jpg
950,20820994,20820994,11409817,71,803734964,9780803734970.0,Jandy Nelson,2014.0,I'll Give You the Sun,I'll Give You the Sun,eng,4.14,140937,153584,16701,7025,7517,20793,40241,78008,https://images.gr-assets.com/books/1496659336m/20820994.jpg,https://images.gr-assets.com/books/1496659336s/20820994.jpg
974,216363,216363,2398287,196,679740678,9780679740670.0,Philip K. Dick,1962.0,The Man in the High Castle,The Man in the High Castle,eng,3.66,84180,108388,7689,2723,10203,31793,40156,23513,https://images.gr-assets.com/books/1448756803m/216363.jpg,https://images.gr-assets.com/books/1448756803s/216363.jpg
979,18816603,18816603,26757264,64,345544927,9780345544930.0,Jodi Picoult,2014.0,Leaving Time,Leaving Time,eng,3.94,76553,94584,11792,1874,5604,20043,36018,31045,https://images.gr-assets.com/books/1394487223m/18816603.jpg,https://images.gr-assets.com/books/1394487223s/18816603.jpg
983,25489625,25489625,44848425,36,812993543,9780812993550.0,Ta-Nehisi Coates,2015.0,Between the World and Me,Between the World and Me,eng,4.4,74218,102946,13113,1438,2375,9177,30541,59415,https://images.gr-assets.com/books/1451435027m/25489625.jpg,https://images.gr-assets.com/books/1451435027s/25489625.jpg
986,11564,11564,1836389,115,1416524290,9781416524300.0,Stephen King,1999.0,The Girl Who Loved Tom Gordon,The Girl Who Loved Tom Gordon,,3.56,95768,103156,3281,3658,12231,33253,30730,23284,https://s.gr-assets.com/assets/nophoto/book/111x148-bcc042a9c91a29c1d680899eff700a03.png,https://s.gr-assets.com/assets/nophoto/book/50x75-a91bf249278a81aabab721ef782c4a74.png
987,8621462,8621462,13492114,138,1406311529,9781406311520.0,"Patrick Ness, Jim Kay, Siobhan Dowd",2011.0, A Monster Calls ,A Monster Calls,eng,4.36,104579,132593,24522,1622,3307,14260,39473,73931,https://images.gr-assets.com/books/1485991317m/8621462.jpg,https://images.gr-assets.com/books/1485991317s/8621462.jpg
991,8909152,8909152,13785503,44,525951989,9780525951990.0,Rainbow Rowell,2011.0,Attachments,Attachments,eng,3.95,105414,119865,16114,2354,5547,25617,48546,37801,https://images.gr-assets.com/books/1499377988m/8909152.jpg,https://images.gr-assets.com/books/1499377988s/8909152.jpg
